Issuer_id,Week_1_,Week_2_,Week_3_,Week_4_,Week_5_,Week_6_,Week_7_,Week_8_,Week_9_,Week_10_,Week_11_,Week_12_,Week_13_,Week_14_,Week_15_,Week_16_,Week_17_,Week_18_,Week_19_,Week_20_,Week_21_,Week_22_,Week_23_,Week_24_,Week_25_,Week_26_,Week_27_,Week_28_,Week_29_,Week_30_,Week_31_,Week_32_,Week_33_,Week_34_,Week_35_,Week_36_,Week_37_,Week_38_,Week_39_,Week_40_,Week_41_,Week_42_,Week_43_,Week_44_,Week_45_,Week_46_,Week_47_,Week_48_,Week_49_,Week_50_,Week_51_,Week_52_,Week_53_,Week_54_,Week_55_,Week_56_,Week_57_,Week_58_,Week_59_,Week_60_,Week_61_,Week_62_,Week_63_,Week_64_,Week_65_,Week_66_,Week_67_,Week_68_,Week_69_,Week_70_,Week_71_,Week_72_,Week_73_,Week_74_,Week_75_,Week_76_,Week_77_,Week_78_,Week_79_,Week_80_,Week_81_,Week_82_,Week_83_,Week_84_,Week_85_,Week_86_,Week_87_,Week_88_,Week_89_,Week_90_,Week_91_,Week_92_,Week_93_,Week_94_,Week_95_,Week_96_,Week_97_,Week_98_,Week_99_,Weekend_1_,Weekend_2_,Weekend_3_,Weekend_4_,Weekend_5_,Weekend_6_,Weekend_7_,Weekend_8_,Weekend_9_,Weekend_10_,Weekend_11_,Weekend_12_,Weekend_13_,Weekend_14_,Weekend_15_,Weekend_16_,Weekend_17_,Weekend_18_,Weekend_19_,Weekend_20_,Weekend_21_,Weekend_22_,Weekend_23_,Weekend_24_,Weekend_25_,Weekend_26_,Weekend_27_,Weekend_28_,Weekend_29_,Weekend_30_,Weekend_31_,Weekend_32_,Weekend_33_,Weekend_34_,Weekend_35_,Weekend_36_,Weekend_37_,Weekend_38_,Weekend_39_,Weekend_40_,Weekend_41_,Weekend_42_,Weekend_43_,Weekend_44_,Weekend_45_,Weekend_46_,Weekend_47_,Weekend_48_,Weekend_49_,Weekend_50_,Weekend_51_,Weekend_52_,Weekend_53_,Weekend_54_,Weekend_55_,Weekend_56_,Weekend_57_,Weekend_58_,Weekend_59_,Weekend_60_,Weekend_61_,Weekend_62_,Weekend_63_,Weekend_64_,Weekend_65_,Weekend_66_,Weekend_67_,Weekend_68_,Weekend_69_,Weekend_70_,Weekend_71_,Weekend_72_,Weekend_73_,Weekend_74_,Weekend_75_,Weekend_76_,Weekend_77_,Weekend_78_,Weekend_79_,Weekend_80_,Weekend_81_,Weekend_82_,Weekend_83_,Weekend_84_,Weekend_85_,Weekend_86_,Weekend_87_,Weekend_88_,Weekend_89_,Weekend_90_,Weekend_91_,Weekend_92_,Weekend_93_,Weekend_94_,Weekend_95_,Weekend_96_,Weekend_97_,Weekend_98_,Weekend_99_
331074,0,0,0,0,0,0,0,0,0,11,1,0,3,167,0,9,3,0,10,41,164,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,37,0,12,0,0,0,0,0,0,32,10,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,54,3,33,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,44,0,6,12,0,5,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,28,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,2,14,66,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920567,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,60,0,197,20,143,0,0,0,0,0,4,0,0,0,4,0,0,1,0,0,2,18,0,39,1,1,0,0,939,381,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,12,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901890,0,0,0,0,0,0,0,0,0,45,2,0,3,78,0,126,54,0,447,96,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,41,0,26,2,0,0,0,27,71,0,5,0,21,32,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,13,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348553,0,0,0,0,0,0,0,0,2,6,6,0,13,98,0,0,16,0,1,11,1,0,0,0,0,0,0,0,0,0,111,0,0,1,0,0,29,57,14,3,0,79,0,0,4,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345369,0,0,0,0,0,0,0,1,0,0,0,0,20,757,0,0,36,0,22,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,21,0,41,0,0,0,3,298,0,0,1,6,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,537,5,1,0,0,1,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,34,0,0,0,2,0,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331261,0,0,0,0,0,0,0,0,0,0,0,0,1,452,0,78,15,0,9,3,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,2,0,0,0,17,0,0,0,0,0,0,0,690,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359325,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,17,1,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,215,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,84,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894955,0,0,0,0,0,0,0,0,190,0,0,0,0,7,0,0,5,45,304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,326,77,11,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906659,0,0,0,0,0,0,0,0,10,0,0,0,0,24,0,4,2,0,164,25,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,3,0,10,5,0,0,0,221,221,0,144,0,10,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355685,0,0,0,0,0,0,0,0,0,57,1,0,5,120,0,104,24,4,91,116,316,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,399,541,0,346,0,5,0,0,0,270,0,19,0,30,18,3,26,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,26,29,58,0,1,27,0,0,0,0,0,0,0,16,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355208,0,0,0,0,0,0,0,0,167,2,1,0,43,401,0,56,15,0,9,0,1,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,13,12,0,7,0,181,0,0,0,40,63,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,242,3,10,0,0,1,0,0,0,0,0,0,0,6,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,23,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355207,0,0,0,0,0,0,0,0,0,6,0,0,1,457,0,2,1,35,23,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,14,0,64,0,0,0,14,370,5,0,11,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,3,0,0,0,0,0,0,0,0,0,0,29,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359330,0,0,0,0,0,0,0,0,0,0,3,0,1,33,0,1,7,0,9,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,7,0,117,114,0,15,0,160,0,0,0,2,47,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2,19,0,0,3,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357678,0,0,0,0,0,0,0,1,0,5,1,0,33,290,0,4,21,0,34,11,39,0,1,0,0,0,0,0,0,0,110,0,0,0,1,0,66,123,0,5,0,187,0,0,0,7,334,2,0,3,2,0,13,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,938,5,27,0,1,11,0,0,0,0,1,0,0,28,10,38,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932845,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,4,0,0,89,819,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,2,13,0,0,0,1,1138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927373,0,0,0,0,0,0,0,0,0,1,0,0,0,82,0,0,6,11,48,4,2,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,1,5,0,0,5,0,0,0,0,537,324,3,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330978,0,0,0,0,0,0,0,11,0,26,1,0,5,301,0,14,5,1,35,59,199,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,22,0,17,0,8,0,0,0,4,144,12,0,1,6,0,3,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,93,8,23,0,0,4,1,0,0,0,0,0,0,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,2,107,0,25,17,0,27,55,5,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,5,52,0,24,0,8,0,0,0,6,76,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,17,4,29,0,0,1,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
358525,0,0,0,0,0,0,0,0,0,14,5,0,4,114,0,56,23,2,45,42,264,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,595,602,0,105,0,6,0,0,0,79,0,13,0,8,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,30,84,0,1,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,67,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
