issuer_code,vcount,dcount,avgcount
330198,5367,161,33.3354037267080745
353164,5386,162,33.2469135802469136
357086,6512,196,33.2244897959183673
345560,4884,147,33.2244897959183673
356314,7036,214,32.8785046728971963
350425,2826,86,32.8604651162790698
352036,5683,173,32.8497109826589595
355144,5682,173,32.8439306358381503
354043,4862,149,32.6308724832214765
347593,4785,147,32.5510204081632653
358936,4886,151,32.3576158940397351
355588,2005,62,32.3387096774193548
356181,4721,146,32.3356164383561644
341980,3586,111,32.3063063063063063
355453,5148,160,32.1750000000000000
355532,3217,100,32.1700000000000000
356262,5551,173,32.0867052023121387
356259,4587,143,32.0769230769230769
355438,5547,173,32.0635838150289017
352992,3655,114,32.0614035087719298
358857,5351,167,32.0419161676646707
355417,5713,179,31.9162011173184358
356308,5098,160,31.8625000000000000
355428,2544,80,31.8000000000000000
355451,3876,122,31.7704918032786885
355073,5112,161,31.7515527950310559
355446,5202,164,31.7195121951219512
358594,5958,188,31.6914893617021277
333386,4138,131,31.5877862595419847
357751,5054,160,31.5875000000000000
347674,3875,123,31.5040650406504065
355218,4189,133,31.4962406015037594
331220,4035,129,31.2790697674418605
349538,4376,140,31.2571428571428571
346409,4026,129,31.2093023255813953
355675,4989,160,31.1812500000000000
350401,4474,144,31.0694444444444444
355546,2607,84,31.0357142857142857
355619,4405,142,31.0211267605633803
358944,5055,163,31.0122699386503067
358607,4581,148,30.9527027027027027
355205,5169,167,30.9520958083832335
355113,5897,191,30.8743455497382199
351919,4412,143,30.8531468531468531
355639,3670,119,30.8403361344537815
357700,4741,154,30.7857142857142857
356518,4214,137,30.7591240875912409
358579,5104,166,30.7469879518072289
356352,4732,154,30.7272727272727273
349576,4976,162,30.7160493827160494
333163,4051,132,30.6893939393939394
355117,4357,142,30.6830985915492958
343918,4687,153,30.6339869281045752
358228,4227,138,30.6304347826086957
351995,5411,177,30.5706214689265537
357113,3200,105,30.4761904761904762
354205,5055,166,30.4518072289156627
357689,4228,139,30.4172661870503597
358863,5139,169,30.4082840236686391
345536,2097,69,30.3913043478260870
350407,4582,151,30.3443708609271523
356356,4912,162,30.3209876543209877
355642,5287,175,30.2114285714285714
345131,4105,136,30.1838235294117647
359336,2353,78,30.1666666666666667
350439,2624,87,30.1609195402298851
355212,5126,170,30.1529411764705882
346109,4432,147,30.1496598639455782
358187,4749,158,30.0569620253164557
355677,5552,185,30.0108108108108108
353176,2729,91,29.9890109890109890
358892,4675,156,29.9679487179487179
358603,4645,155,29.9677419354838710
355050,4073,136,29.9485294117647059
357701,6062,203,29.8620689655172414
356959,3821,128,29.8515625000000000
355080,4276,144,29.6944444444444444
356214,4715,159,29.6540880503144654
357802,3410,115,29.6521739130434783
355492,2663,90,29.5888888888888889
345331,4641,157,29.5605095541401274
330291,4552,154,29.5584415584415584
351239,3573,121,29.5289256198347107
355145,5568,189,29.4603174603174603
358608,4619,158,29.2341772151898734
358847,5346,183,29.2131147540983607
333733,4527,155,29.2064516129032258
350424,3640,125,29.1200000000000000
341943,3986,137,29.0948905109489051
355530,4418,152,29.0657894736842105
358126,5258,181,29.0497237569060773
357068,4061,140,29.0071428571428571
348520,2871,99,29.0000000000000000
357078,4920,170,28.9411764705882353
356522,3269,113,28.9292035398230088
356565,4511,156,28.9166666666666667
348566,3960,137,28.9051094890510949
358873,3323,115,28.8956521739130435
355217,4217,147,28.6870748299319728
356521,5449,190,28.6789473684210526
353439,2122,74,28.6756756756756757
340079,3807,133,28.6240601503759398
356335,4491,157,28.6050955414012739
356491,3288,115,28.5913043478260870
353469,4137,145,28.5310344827586207
354109,4194,147,28.5306122448979592
358184,5373,189,28.4285714285714286
330076,4406,155,28.4258064516129032
351210,1532,54,28.3703703703703704
356986,4935,174,28.3620689655172414
358245,5097,180,28.3166666666666667
356960,1529,54,28.3148148148148148
358136,2008,71,28.2816901408450704
353143,4715,167,28.2335329341317365
347454,4289,152,28.2171052631578947
349497,1491,53,28.1320754716981132
353076,1937,69,28.0724637681159420
358585,4540,162,28.0246913580246914
358869,4511,161,28.0186335403726708
356274,2350,84,27.9761904761904762
352957,4390,157,27.9617834394904459
341938,2990,107,27.9439252336448598
356978,5360,192,27.9166666666666667
345320,5243,188,27.8882978723404255
355672,4066,146,27.8493150684931507
356976,3579,129,27.7441860465116279
341292,4661,168,27.7440476190476190
354213,4433,160,27.7062500000000000
358875,3960,143,27.6923076923076923
356258,4565,165,27.6666666666666667
356197,3152,114,27.6491228070175439
358913,3840,139,27.6258992805755396
348624,2261,82,27.5731707317073171
358198,4295,156,27.5320512820512821
356191,4260,155,27.4838709677419355
358235,4203,153,27.4705882352941176
355425,4395,160,27.4687500000000000
355582,4340,158,27.4683544303797468
356505,2719,99,27.4646464646464646
345329,4274,156,27.3974358974358974
343920,1670,61,27.3770491803278689
351949,4414,162,27.2469135802469136
358215,3431,126,27.2301587301587302
349847,2151,79,27.2278481012658228
358591,4896,180,27.2000000000000000
349867,3453,127,27.1889763779527559
358195,2038,75,27.1733333333333333
357699,4516,167,27.0419161676646707
356961,4047,150,26.9800000000000000
355459,2455,91,26.9780219780219780
356556,4230,157,26.9426751592356688
357328,2985,111,26.8918918918918919
346193,3684,137,26.8905109489051095
358901,4516,168,26.8809523809523810
355253,3328,124,26.8387096774193548
358200,1529,57,26.8245614035087719
358882,3294,123,26.7804878048780488
356212,1493,56,26.6607142857142857
357677,3888,146,26.6301369863013699
358934,5005,188,26.6223404255319149
357780,3993,150,26.6200000000000000
357779,3859,145,26.6137931034482759
356962,3561,134,26.5746268656716418
358583,4223,159,26.5597484276729560
355180,4276,161,26.5590062111801242
347628,4461,168,26.5535714285714286
331733,3687,139,26.5251798561151079
358567,4403,166,26.5240963855421687
358122,2492,94,26.5106382978723404
356255,3525,133,26.5037593984962406
353098,2851,108,26.3981481481481481
349862,3737,142,26.3169014084507042
358947,3972,151,26.3046357615894040
356184,4417,168,26.2916666666666667
358658,4911,187,26.2620320855614973
347609,2834,108,26.2407407407407407
355323,3460,132,26.2121212121212121
357090,4872,186,26.1935483870967742
355562,3451,132,26.1439393939393939
353485,3136,120,26.1333333333333333
354164,4808,184,26.1304347826086957
353511,3632,139,26.1294964028776978
355437,4597,176,26.1193181818181818
355137,3992,153,26.0915032679738562
358130,4535,174,26.0632183908045977
356243,4006,154,26.0129870129870130
355209,4391,169,25.9822485207100592
351214,4177,161,25.9440993788819876
355233,4799,185,25.9405405405405405
357762,1815,70,25.9285714285714286
346183,3474,134,25.9253731343283582
345063,1633,63,25.9206349206349206
345115,4121,159,25.9182389937106918
358945,4145,160,25.9062500000000000
355632,4530,175,25.8857142857142857
353071,5226,202,25.8712871287128713
331351,3465,134,25.8582089552238806
341966,3021,117,25.8205128205128205
358904,3872,150,25.8133333333333333
331113,2090,81,25.8024691358024691
357679,4101,159,25.7924528301886792
358582,2473,96,25.7604166666666667
355052,3038,118,25.7457627118644068
351207,4762,185,25.7405405405405405
355120,4453,173,25.7398843930635838
355450,3911,152,25.7302631578947368
357723,4551,177,25.7118644067796610
356179,3979,155,25.6709677419354839
358627,4004,156,25.6666666666666667
355183,4179,163,25.6380368098159509
346176,1769,69,25.6376811594202899
345058,3999,156,25.6346153846153846
355162,3711,145,25.5931034482758621
358246,4779,187,25.5561497326203209
358859,4416,173,25.5260115606936416
353998,3596,141,25.5035460992907801
358143,3417,134,25.5000000000000000
358181,4027,158,25.4873417721518987
348495,1579,62,25.4677419354838710
358862,4022,158,25.4556962025316456
358577,4785,188,25.4521276595744681
358653,4549,179,25.4134078212290503
357097,4133,163,25.3558282208588957
358883,3953,156,25.3397435897435897
357366,3519,139,25.3165467625899281
357756,1391,55,25.2909090909090909
354159,2983,118,25.2796610169491525
346112,1542,61,25.2786885245901639
358925,3776,150,25.1733333333333333
358893,3423,136,25.1691176470588235
358866,3371,134,25.1567164179104478
351311,4801,191,25.1361256544502618
355631,3490,139,25.1079136690647482
353192,3364,134,25.1044776119402985
358207,3836,153,25.0718954248366013
358213,4160,166,25.0602409638554217
357346,4535,181,25.0552486187845304
352064,3406,136,25.0441176470588235
354070,3054,122,25.0327868852459016
332086,3228,129,25.0232558139534884
349537,4477,179,25.0111731843575419
346020,3750,150,25.0000000000000000
354154,3524,141,24.9929078014184397
338852,3143,126,24.9444444444444444
357094,4465,179,24.9441340782122905
356300,4561,183,24.9234972677595628
351277,4135,166,24.9096385542168675
353525,3412,137,24.9051094890510949
348573,4033,162,24.8950617283950617
345453,2139,86,24.8720930232558140
355186,1940,78,24.8717948717948718
358669,5119,206,24.8495145631067961
356968,3823,154,24.8246753246753247
358943,3599,145,24.8206896551724138
358590,4341,175,24.8057142857142857
357079,3246,131,24.7786259541984733
355313,4109,166,24.7530120481927711
332133,3611,146,24.7328767123287671
351950,3709,150,24.7266666666666667
338894,2520,102,24.7058823529411765
355325,3357,136,24.6838235294117647
358115,3357,136,24.6838235294117647
330487,3873,157,24.6687898089171975
356260,2516,102,24.6666666666666667
358900,3675,149,24.6644295302013423
356520,3253,132,24.6439393939393939
355551,3442,140,24.5857142857142857
343734,1253,51,24.5686274509803922
358879,3782,154,24.5584415584415584
357806,4247,173,24.5491329479768786
358176,3289,134,24.5447761194029851
357722,3556,145,24.5241379310344828
358140,4070,166,24.5180722891566265
358881,3824,156,24.5128205128205128
347684,2986,122,24.4754098360655738
345454,3150,129,24.4186046511627907
355079,3906,160,24.4125000000000000
355660,3121,128,24.3828125000000000
341255,3020,124,24.3548387096774194
355179,2749,113,24.3274336283185841
356526,3503,144,24.3263888888888889
338843,1458,60,24.3000000000000000
358659,4129,170,24.2882352941176471
359292,1966,81,24.2716049382716049
357740,4101,169,24.2662721893491124
358872,3443,142,24.2464788732394366
357737,3878,160,24.2375000000000000
358241,3198,132,24.2272727272727273
350310,3634,150,24.2266666666666667
358599,3899,161,24.2173913043478261
358127,2687,111,24.2072072072072072
358626,4091,169,24.2071005917159763
349475,3786,157,24.1146496815286624
352940,3761,156,24.1089743589743590
349851,4291,178,24.1067415730337079
357786,2526,105,24.0571428571428571
355652,1515,63,24.0476190476190476
357719,3606,150,24.0400000000000000
355712,1439,60,23.9833333333333333
356267,2877,120,23.9750000000000000
350411,3065,128,23.9453125000000000
358870,3660,153,23.9215686274509804
340095,3253,136,23.9191176470588235
358643,4305,180,23.9166666666666667
358584,3179,133,23.9022556390977444
346221,3058,128,23.8906250000000000
355130,2723,114,23.8859649122807018
358938,3816,160,23.8500000000000000
332021,3003,126,23.8333333333333333
355480,2141,90,23.7888888888888889
353435,2992,126,23.7460317460317460
358905,3154,133,23.7142857142857143
355654,3979,168,23.6845238095238095
349905,3241,137,23.6569343065693431
346053,3303,140,23.5928571428571429
355593,3844,163,23.5828220858895706
350285,3228,137,23.5620437956204380
356980,3319,141,23.5390070921985816
341195,1246,53,23.5094339622641509
356492,2962,126,23.5079365079365079
353272,3643,155,23.5032258064516129
359282,1993,85,23.4470588235294118
358637,3416,146,23.3972602739726027
358576,3602,154,23.3896103896103896
356543,1801,77,23.3896103896103896
350408,3925,168,23.3630952380952381
357767,4457,191,23.3350785340314136
355060,3430,147,23.3333333333333333
355699,3780,162,23.3333333333333333
354181,3662,157,23.3248407643312102
356552,2449,105,23.3238095238095238
359300,1446,62,23.3225806451612903
352009,3659,157,23.3057324840764331
353145,3836,165,23.2484848484848485
359286,1627,70,23.2428571428571429
358615,3672,158,23.2405063291139241
358912,4415,190,23.2368421052631579
358635,3716,160,23.2250000000000000
355472,4017,173,23.2196531791907514
357322,3779,163,23.1840490797546012
346001,3909,169,23.1301775147928994
358573,3746,162,23.1234567901234568
356319,2173,94,23.1170212765957447
345531,3398,147,23.1156462585034014
354212,3298,143,23.0629370629370629
358927,3201,139,23.0287769784172662
341203,2832,123,23.0243902439024390
358920,2048,89,23.0112359550561798
359305,1679,73,23.0000000000000000
355636,1815,79,22.9746835443037975
357692,3101,135,22.9703703703703704
356974,3145,137,22.9562043795620438
357795,2891,126,22.9444444444444444
355444,3097,135,22.9407407407407407
351205,1651,72,22.9305555555555556
352069,2859,125,22.8720000000000000
353131,3728,163,22.8711656441717791
345555,3076,135,22.7851851851851852
356323,2415,106,22.7830188679245283
355537,3071,135,22.7481481481481481
349848,1635,72,22.7083333333333333
347650,3741,165,22.6727272727272727
353094,3355,148,22.6689189189189189
355229,4057,179,22.6648044692737430
356987,3671,162,22.6604938271604938
356349,3352,148,22.6486486486486486
358877,3373,149,22.6375838926174497
358906,3481,154,22.6038961038961039
358596,2412,107,22.5420560747663551
346157,2579,115,22.4260869565217391
358233,3472,155,22.4000000000000000
358856,3088,138,22.3768115942028986
355671,3043,136,22.3750000000000000
357752,3218,144,22.3472222222222222
355618,3306,148,22.3378378378378378
358939,3392,152,22.3157894736842105
359294,1515,68,22.2794117647058824
359324,1602,72,22.2500000000000000
357327,3068,138,22.2318840579710145
341171,3109,140,22.2071428571428571
356219,2287,103,22.2038834951456311
357716,3305,149,22.1812080536912752
355556,2151,97,22.1752577319587629
355208,2856,129,22.1395348837209302
355685,3186,144,22.1250000000000000
357702,2101,95,22.1157894736842105
357801,3248,147,22.0952380952380952
356510,3288,149,22.0671140939597315
356502,3461,157,22.0445859872611465
359330,1552,71,21.8591549295774648
358878,3123,143,21.8391608391608392
357330,2771,127,21.8188976377952756
353512,3294,151,21.8145695364238411
358929,3421,157,21.7898089171974522
355316,1110,51,21.7647058823529412
358525,2654,122,21.7540983606557377
352991,1936,89,21.7528089887640449
345535,1696,78,21.7435897435897436
358868,2434,112,21.7321428571428571
358647,3216,148,21.7297297297297297
346086,2853,132,21.6136363636363636
904597,2481,115,21.5739130434782609
358889,3276,152,21.5526315789473684
355226,2736,128,21.3750000000000000
355135,2323,109,21.3119266055045872
355418,3063,144,21.2708333333333333
341891,2423,114,21.2543859649122807
359326,1739,82,21.2073170731707317
357804,2269,107,21.2056074766355140
331217,2512,119,21.1092436974789916
331829,2448,116,21.1034482758620690
355603,3395,161,21.0869565217391304
341964,2508,119,21.0756302521008403
350307,2797,133,21.0300751879699248
359316,1451,69,21.0289855072463768
932845,2541,121,21.0000000000000000
346357,2657,127,20.9212598425196850
356507,2754,132,20.8636363636363636
359325,1437,69,20.8260869565217391
330551,2017,97,20.7938144329896907
356498,2550,123,20.7317073170731707
358914,3089,149,20.7315436241610738
356276,2810,136,20.6617647058823529
355635,2102,102,20.6078431372549020
357377,3045,148,20.5743243243243243
354048,1275,62,20.5645161290322581
350513,2090,102,20.4901960784313725
358664,3371,165,20.4303030303030303
353431,2780,137,20.2919708029197080
925657,3326,164,20.2804878048780488
355604,2531,125,20.2480000000000000
355678,1436,71,20.2253521126760563
351262,2688,133,20.2105263157894737
354150,2907,144,20.1875000000000000
357678,2704,134,20.1791044776119403
331794,2320,115,20.1739130434782609
356549,2610,130,20.0769230769230769
932402,2845,142,20.0352112676056338
355231,2380,119,20.0000000000000000
346166,3253,163,19.9570552147239264
348515,2638,133,19.8345864661654135
355607,2865,145,19.7586206896551724
343930,1637,83,19.7228915662650602
358840,2793,142,19.6690140845070423
358896,2438,126,19.3492063492063492
351933,2492,129,19.3178294573643411
355207,1556,81,19.2098765432098765
341240,2357,123,19.1626016260162602
346045,1754,92,19.0652173913043478
347581,1028,54,19.0370370370370370
355443,1721,91,18.9120879120879121
357711,3060,162,18.8888888888888889
356310,2039,108,18.8796296296296296
330069,1898,101,18.7920792079207921
346192,1911,102,18.7352941176470588
349904,2618,140,18.7000000000000000
351315,2428,131,18.5343511450381679
346167,2543,140,18.1642857142857143
345513,2351,130,18.0846153846153846
903106,2098,117,17.9316239316239316
351202,1724,97,17.7731958762886598
331261,2370,135,17.5555555555555556
936299,1870,108,17.3148148148148148
355057,2627,153,17.1699346405228758
355682,2145,126,17.0238095238095238
357345,1436,85,16.8941176470588235
345369,2378,144,16.5138888888888889
347679,1764,107,16.4859813084112150
358928,2269,140,16.2071428571428571
352012,1480,93,15.9139784946236559
345388,1846,116,15.9137931034482759
355290,1090,69,15.7971014492753623
357367,2708,172,15.7441860465116279
330593,2085,135,15.4444444444444444
330978,1990,130,15.3076923076923077
906258,2012,133,15.1278195488721805
357355,1558,103,15.1262135922330097
345551,2190,145,15.1034482758620690
330924,2243,150,14.9533333333333333
920567,2199,148,14.8581081081081081
343455,1848,125,14.7840000000000000
330957,1773,121,14.6528925619834711
346204,1834,126,14.5555555555555556
927636,1853,128,14.4765625000000000
907041,1882,131,14.3664122137404580
942819,1975,138,14.3115942028985507
934615,1857,130,14.2846153846153846
330068,1584,111,14.2702702702702703
348553,1280,90,14.2222222222222222
929923,1917,137,13.9927007299270073
347576,742,55,13.4909090909090909
352995,2192,166,13.2048192771084337
940864,1343,102,13.1666666666666667
927355,1447,110,13.1545454545454545
926112,1253,96,13.0520833333333333
945266,1701,135,12.6000000000000000
921002,1141,91,12.5384615384615385
894955,1132,91,12.4395604395604396
940460,737,60,12.2833333333333333
911170,711,58,12.2586206896551724
347594,1792,147,12.1904761904761905
916949,676,56,12.0714285714285714
927706,648,54,12.0000000000000000
939874,981,82,11.9634146341463415
345557,1006,85,11.8352941176470588
922379,738,63,11.7142857142857143
927487,842,72,11.6944444444444444
332944,1604,138,11.6231884057971014
915560,1360,118,11.5254237288135593
897937,1261,111,11.3603603603603604
929025,793,72,11.0138888888888889
901890,1472,134,10.9850746268656716
906659,967,91,10.6263736263736264
926024,1614,152,10.6184210526315789
938339,1058,100,10.5800000000000000
895496,1420,135,10.5185185185185185
927373,1156,112,10.3214285714285714
330039,1644,162,10.1481481481481481
331074,1001,99,10.1111111111111111
331356,1491,153,9.7450980392156863
926560,643,66,9.7424242424242424
924905,515,54,9.5370370370370370
342551,1390,146,9.5205479452054795
907102,467,51,9.1568627450980392
926685,536,59,9.0847457627118644
917967,714,79,9.0379746835443038
903530,1029,114,9.0263157894736842
331700,1322,148,8.9324324324324324
342533,1326,149,8.8993288590604027
331433,608,69,8.8115942028985507
330749,821,95,8.6421052631578947
931927,465,54,8.6111111111111111
927337,506,60,8.4333333333333333
330344,1000,119,8.4033613445378151
901656,479,58,8.2586206896551724
333032,1260,155,8.1290322580645161
926638,592,73,8.1095890410958904
330925,962,120,8.0166666666666667
923774,545,68,8.0147058823529412
330581,1161,145,8.0068965517241379
919082,533,67,7.9552238805970149
935493,468,59,7.9322033898305085
896743,594,77,7.7142857142857143
331657,1084,150,7.2266666666666667
927094,385,54,7.1296296296296296
919890,568,83,6.8433734939759036
332418,701,103,6.8058252427184466
901431,710,105,6.7619047619047619
351256,1081,160,6.7562500000000000
916574,409,61,6.7049180327868852
896943,520,78,6.6666666666666667
350421,639,96,6.6562500000000000
539545,377,57,6.6140350877192982
330711,929,141,6.5886524822695035
927403,431,68,6.3382352941176471
926149,507,81,6.2592592592592593
346365,619,99,6.2525252525252525
330602,802,130,6.1692307692307692
918915,480,78,6.1538461538461538
886347,594,97,6.1237113402061856
332078,425,72,5.9027777777777778
340118,666,113,5.8938053097345133
345323,898,161,5.5776397515527950
915523,361,65,5.5538461538461538
341149,860,155,5.5483870967741935
926583,528,96,5.5000000000000000
351215,878,165,5.3212121212121212
925923,254,53,4.7924528301886792
338619,333,71,4.6901408450704225
936431,268,58,4.6206896551724138
924345,420,96,4.3750000000000000
897987,274,63,4.3492063492063492
346143,549,127,4.3228346456692913
352065,424,99,4.2828282828282828
527867,311,73,4.2602739726027397
347678,720,170,4.2352941176470588
346101,216,51,4.2352941176470588
937544,233,56,4.1607142857142857
345178,594,143,4.1538461538461538
916404,303,73,4.1506849315068493
934247,264,64,4.1250000000000000
898022,231,58,3.9827586206896552
330722,592,151,3.9205298013245033
330977,352,90,3.9111111111111111
346350,613,157,3.9044585987261146
899650,447,115,3.8869565217391304
331295,511,133,3.8421052631578947
904699,277,73,3.7945205479452055
946951,215,57,3.7719298245614035
941776,214,57,3.7543859649122807
979840,259,69,3.7536231884057971
918369,255,68,3.7500000000000000
347580,292,78,3.7435897435897436
341173,520,141,3.6879432624113475
331219,523,143,3.6573426573426573
904864,201,55,3.6545454545454545
905822,194,54,3.5925925925925926
947753,247,70,3.5285714285714286
943621,190,54,3.5185185185185185
343904,292,83,3.5180722891566265
937063,197,56,3.5178571428571429
927440,256,73,3.5068493150684932
918003,391,112,3.4910714285714286
344787,422,121,3.4876033057851240
931498,218,63,3.4603174603174603
331008,306,89,3.4382022471910112
934177,202,59,3.4237288135593220
330794,413,122,3.3852459016393443
345097,360,108,3.3333333333333333
533739,203,61,3.3278688524590164
331702,501,151,3.3178807947019868
345997,423,128,3.3046875000000000
331096,488,148,3.2972972972972973
338628,484,147,3.2925170068027211
330980,424,129,3.2868217054263566
340045,174,53,3.2830188679245283
346380,419,128,3.2734375000000000
933928,212,65,3.2615384615384615
333010,375,115,3.2608695652173913
936813,170,53,3.2075471698113208
341220,451,142,3.1760563380281690
338588,531,169,3.1420118343195266
938251,310,99,3.1313131313131313
926586,299,96,3.1145833333333333
931555,259,84,3.0833333333333333
111125,188,61,3.0819672131147541
348507,279,92,3.0326086956521739
346170,375,124,3.0241935483870968
596729,175,58,3.0172413793103448
886342,205,68,3.0147058823529412
330898,530,176,3.0113636363636364
345434,346,115,3.0086956521739130
331825,452,153,2.9542483660130719
926145,179,61,2.9344262295081967
338583,487,166,2.9337349397590361
347670,422,144,2.9305555555555556
332131,426,146,2.9178082191780822
906089,165,57,2.8947368421052632
921121,277,96,2.8854166666666667
332978,313,109,2.8715596330275229
940200,149,52,2.8653846153846154
343495,335,117,2.8632478632478632
931087,222,78,2.8461538461538462
346071,424,149,2.8456375838926174
331811,145,51,2.8431372549019608
920339,153,54,2.8333333333333333
939586,232,82,2.8292682926829268
330347,195,69,2.8260869565217391
338629,281,100,2.8100000000000000
345173,347,124,2.7983870967741935
338607,175,63,2.7777777777777778
331504,390,141,2.7659574468085106
534126,173,63,2.7460317460317460
345140,280,102,2.7450980392156863
345047,269,98,2.7448979591836735
330015,343,125,2.7440000000000000
952776,170,62,2.7419354838709677
350317,361,133,2.7142857142857143
331939,361,134,2.6940298507462687
333744,347,129,2.6899224806201550
330571,309,115,2.6869565217391304
346195,263,98,2.6836734693877551
941323,152,57,2.6666666666666667
347493,373,140,2.6642857142857143
346110,342,129,2.6511627906976744
347639,369,141,2.6170212765957447
341252,240,92,2.6086956521739130
341945,390,150,2.6000000000000000
346232,381,147,2.5918367346938776
111151,144,56,2.5714285714285714
330232,235,92,2.5543478260869565
331468,346,136,2.5441176470588235
333264,361,142,2.5422535211267606
899477,222,88,2.5227272727272727
950755,138,55,2.5090909090909091
938786,205,82,2.5000000000000000
898139,150,60,2.5000000000000000
895530,126,51,2.4705882352941176
342512,316,128,2.4687500000000000
331652,322,131,2.4580152671755725
932922,130,53,2.4528301886792453
907189,127,52,2.4423076923076923
333012,304,125,2.4320000000000000
895969,194,80,2.4250000000000000
345185,303,125,2.4240000000000000
341280,232,96,2.4166666666666667
333254,349,146,2.3904109589041096
348652,288,122,2.3606557377049180
895815,146,62,2.3548387096774194
941720,120,51,2.3529411764705882
343941,308,131,2.3511450381679389
343728,230,98,2.3469387755102041
333628,340,145,2.3448275862068966
338580,279,119,2.3445378151260504
935281,132,57,2.3157894736842105
331639,169,73,2.3150684931506849
915678,122,53,2.3018867924528302
347656,273,119,2.2941176470588235
331335,279,122,2.2868852459016393
940532,126,56,2.2500000000000000
342902,337,150,2.2466666666666667
929402,127,57,2.2280701754385965
940024,118,53,2.2264150943396226
342983,198,89,2.2247191011235955
950188,113,51,2.2156862745098039
942444,146,66,2.2121212121212121
954271,128,58,2.2068965517241379
331160,189,86,2.1976744186046512
916777,167,76,2.1973684210526316
349906,167,76,2.1973684210526316
943074,112,51,2.1960784313725490
928950,112,51,2.1960784313725490
923226,175,80,2.1875000000000000
916419,129,59,2.1864406779661017
346056,144,66,2.1818181818181818
338637,248,114,2.1754385964912281
902639,130,60,2.1666666666666667
951833,130,60,2.1666666666666667
942070,114,53,2.1509433962264151
948667,116,54,2.1481481481481481
333188,287,134,2.1417910447761194
905612,113,53,2.1320754716981132
954427,172,81,2.1234567901234568
953767,155,73,2.1232876712328767
951337,125,59,2.1186440677966102
338625,139,66,2.1060606060606061
954154,153,73,2.0958904109589041
949883,148,71,2.0845070422535211
331589,206,99,2.0808080808080808
945620,106,51,2.0784313725490196
331434,141,68,2.0735294117647059
922640,161,78,2.0641025641025641
953753,146,71,2.0563380281690141
942169,117,57,2.0526315789473684
953152,139,68,2.0441176470588235
331269,237,116,2.0431034482758621
950763,104,51,2.0392156862745098
947412,116,57,2.0350877192982456
926968,116,57,2.0350877192982456
330876,161,80,2.0125000000000000
916699,118,59,2.0000000000000000
953851,173,87,1.9885057471264368
924268,155,78,1.9871794871794872
943690,113,57,1.9824561403508772
899680,107,54,1.9814814814814815
927824,101,51,1.9803921568627451
346004,166,84,1.9761904761904762
953751,148,75,1.9733333333333333
939665,126,64,1.9687500000000000
333454,214,109,1.9633027522935780
902223,100,51,1.9607843137254902
949112,107,55,1.9454545454545455
332100,214,111,1.9279279279279279
331847,239,124,1.9274193548387097
932277,158,82,1.9268292682926829
938119,103,54,1.9074074074074074
952949,97,51,1.9019607843137255
